stroke,event_m,energy_system,focus,exercise_name,exercise_type,description,equipment,primary_muscles,sets,reps_or_time,distance_or_load,interval_or_rest_s,RPE_1_10,progression,regression,notes
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Head-up ‘uphill’ breast,pool,Stroke rhythm; quick hands under chin,none,core;chest,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Head-up ‘uphill’ breast'
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Turns: in-out touch + streamline,pool,"Fast touch, tight tuck, blast out",none,core;glutes;quads,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Turns: in-out touch + streamline'
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Kick w/ mini-band above knees,pool,Keep knees narrow; drive heels,mini band,adductors;glutes,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Kick w/ mini-band above knees'
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Breaststroke,50,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Pullout to 12.5m,pool,Streamline + dolphin + pullout + kick timing,none,lats;chest;core;glutes,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Pullout to 12.5m'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,2-kick/1-pull,pool,Timing emphasis and bodyline,none,adductors;glutes;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on '2-kick/1-pull'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Breast kick on back,pool,Heels to hips; knees narrow; snap,none,adductors;hamstrings;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Breast kick on back'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Scull in-sweep + glide,pool,"Feel of in-sweep; hold glide, low drag",none,forearms;lats;chest,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Scull in-sweep + glide'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Forearm paddles (Fulcrum),pool,Reinforce high elbow and pressure,finis fulcrum,forearms;shoulders,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Forearm paddles (Fulcrum)'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Head-up ‘uphill’ breast,pool,Stroke rhythm; quick hands under chin,none,core;chest,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Head-up ‘uphill’ breast'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Turns: in-out touch + streamline,pool,"Fast touch, tight tuck, blast out",none,core;glutes;quads,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Turns: in-out touch + streamline'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Kick w/ mini-band above knees,pool,Keep knees narrow; drive heels,mini band,adductors;glutes,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Kick w/ mini-band above knees'
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Breaststroke,100,ATP-PC & anaerobic glycolytic (high lactate),pullout;timing;tempo;turns;power,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Pullout to 12.5m,pool,Streamline + dolphin + pullout + kick timing,none,lats;chest;core;glutes,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Pullout to 12.5m'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,2-kick/1-pull,pool,Timing emphasis and bodyline,none,adductors;glutes;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for '2-kick/1-pull'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Breast kick on back,pool,Heels to hips; knees narrow; snap,none,adductors;hamstrings;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Breast kick on back'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Scull in-sweep + glide,pool,"Feel of in-sweep; hold glide, low drag",none,forearms;lats;chest,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Scull in-sweep + glide'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Forearm paddles (Fulcrum),pool,Reinforce high elbow and pressure,finis fulcrum,forearms;shoulders,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Forearm paddles (Fulcrum)'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Head-up ‘uphill’ breast,pool,Stroke rhythm; quick hands under chin,none,core;chest,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Head-up ‘uphill’ breast'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Turns: in-out touch + streamline,pool,"Fast touch, tight tuck, blast out",none,core;glutes;quads,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Turns: in-out touch + streamline'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Kick w/ mini-band above knees,pool,Keep knees narrow; drive heels,mini band,adductors;glutes,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Kick w/ mini-band above knees'
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Breaststroke,200,Mixed anaerobic + aerobic (race-pace & threshold),timing;race-pace;turns;glide efficiency,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Dolphin kick on side,pool,Stability + bodyline; switch every 6 kicks,fins,hip flexors;glutes;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Dolphin kick on side'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,3-3-3 drill,pool,3R/3L/3 full strokes rhythm,none,shoulders;lats;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on '3-3-3 drill'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Body-dolphin with snorkel,pool,Undulation from hips; light pressure,snorkel,core;glutes,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Body-dolphin with snorkel'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Single-arm fly (front arm forward),pool,Reduce load; focus on catch & timing,none,shoulders;lats,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Single-arm fly (front arm forward)'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Fly pull with paddles,pool,Upper-body strength without heavy kick,paddles,lats;triceps,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Fly pull with paddles'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Underwater fly kicks,pool,Power UWs off each wall,fins (optional),hip flexors;glutes;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Underwater fly kicks'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,25 fast / 25 easy,pool,Race rhythm + active recovery,none,cardiorespiratory,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on '25 fast / 25 easy'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Tempo 50s w/ fins,pool,Lock race rhythm with assistance,fins;tempo trainer,shoulders;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Tempo 50s w/ fins'
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Butterfly,50,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Dolphin kick on side,pool,Stability + bodyline; switch every 6 kicks,fins,hip flexors;glutes;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Dolphin kick on side'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,3-3-3 drill,pool,3R/3L/3 full strokes rhythm,none,shoulders;lats;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on '3-3-3 drill'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Body-dolphin with snorkel,pool,Undulation from hips; light pressure,snorkel,core;glutes,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Body-dolphin with snorkel'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Single-arm fly (front arm forward),pool,Reduce load; focus on catch & timing,none,shoulders;lats,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Single-arm fly (front arm forward)'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Fly pull with paddles,pool,Upper-body strength without heavy kick,paddles,lats;triceps,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Fly pull with paddles'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Underwater fly kicks,pool,Power UWs off each wall,fins (optional),hip flexors;glutes;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Underwater fly kicks'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,25 fast / 25 easy,pool,Race rhythm + active recovery,none,cardiorespiratory,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on '25 fast / 25 easy'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Tempo 50s w/ fins,pool,Lock race rhythm with assistance,fins;tempo trainer,shoulders;core,4–6,6×25,25m @ race-pace,30–60,8–9,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Explosive; focus quality on 'Tempo 50s w/ fins'
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Pull-ups (strict),dryland,Strengthen prime movers for stroke propulsion,pull-up bar,lats;triceps;scapular stabilizers,4,5–8,bodyweight or moderate load,120,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Add weight over time
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Lat pulldown,dryland,Strengthen prime movers for stroke propulsion,cable machine,lats;triceps,3–4,8–12,bodyweight or moderate load,90,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Full ROM; no shrugging
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Dumbbell row (single-arm),dryland,Strengthen prime movers for stroke propulsion,dumbbell,lats;rear delts;core,3–4,8–10/side,bodyweight or moderate load,75,7–8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Neutral spine
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Barbell back squat,dryland,Strengthen prime movers for stroke propulsion,barbell,quads;glutes;hamstrings,4–5,5–8,bodyweight or moderate load,150,8–9,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Depth parallel
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Romanian deadlift,dryland,Strengthen prime movers for stroke propulsion,barbell/dumbbell,hamstrings;glutes;erectors,3–5,6–10,bodyweight or moderate load,120,8,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hinge; soft knees
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Push-up / Ring push-up,dryland,Strengthen prime movers for stroke propulsion,rings/floor,chest;triceps;core,3–5,10–20,bodyweight or moderate load,60,6–7,Add load or slower eccentric (3–1–1),Assisted variation or lighter load,Hollow body
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Shoulder external rotation (band),mobility,Restore positions; improve ROM and shoulder health,light band,rotator cuff;rear delts,2–3,12–15,N/A,0,6,Longer holds or controlled range expansion,Shorter holds; reduce range,Elbow by side
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Thoracic spine opener (foam roller),mobility,Restore positions; improve ROM and shoulder health,foam roller,t-spine;scapular,2–3,60s,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Slow breathing
Butterfly,100,ATP-PC & anaerobic glycolytic (high lactate),bodyline;underwaters;tempo;breakout,Hip flexor stretch (couch),mobility,Restore positions; improve ROM and shoulder health,mat,hip flexors,2–3,60s/side,N/A,0,5,Longer holds or controlled range expansion,Shorter holds; reduce range,Posterior pelvic tilt
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Dolphin kick on side,pool,Stability + bodyline; switch every 6 kicks,fins,hip flexors;glutes;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Dolphin kick on side'
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,3-3-3 drill,pool,3R/3L/3 full strokes rhythm,none,shoulders;lats;core,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for '3-3-3 drill'
Butterfly,200,Mixed anaerobic + aerobic (race-pace & threshold),tempo;race-pace;breathing pattern;turns,Body-dolphin with snorkel,pool,Undulation from hips; light pressure,snorkel,core;glutes,4–5,4×50 or 6×50,50m @ strong pace,30–45,7–8,Increase reps or tighten send-off by 5s,Reduce reps; add fins/snorkel assistance,Hold pace; tight turns for 'Body-dolphin with snorkel'
